conta;valor;descricao
75;655,15;Wilolydilirowy
19;283,41;Qikesemalaevify
82;13,18;Hyjohabysu
5;865,63;Potecuwari
86;587,78;Jysaqimebaveqe
25;640,77;Pyshyporo
11;94,53;Dafodu
58;998,68;Lywaewa
28;637,57;ZHudaeseco
51;428,08;Wuhelivae
96;148,12;Wuhipaeqo
52;920,26;Mezhaemalavany
90;382,84;Dugavi
64;528,29;Beshalagymo
71;61,48;Titaewujytopiho
14;513,70;Taepaecadyxetu
98;835,29;Jajomeraedashi
25;430,96;Luxaeqatawu
62;662,65;Heryme
22;733,01;ZHujyky
39;110,11;Jamaehenofile
30;819,60;Wuxytijoti
10;44,24;Lylelarygyra
28;590,68;Taeruqaepa
96;223,29;Wopashutoruguje
75;542,91;Nadikae
27;224,59;Xaqaezhaetegimi
68;543,28;Paetegaezhae
12;781,72;Gubushaekogydeno
70;802,91;Kyzhaevukojaro
42;658,45;Vashocu
13;412,45;Teshaelae
48;999,57;Togebawoji
74;609,70;Nomoshaebocaejeno
51;223,95;Jofyhilaezhy
9;95,92;Qolyzhe
62;780,33;Socepalaejy
14;341,32;Latashu
83;671,31;Kaweqaenipedumo
65;768,51;Lirylaegy
4;538,18;Jaejecahowa
53;109,50;Xezhywahyvuzhe
8;878,58;Haecashaqacyvebi
77;427,59;Lowashe
19;698,17;Luzhiti
86;907,56;Laejybaexafe
78;450,03;Jyruqaere
93;8,04;Haemeshylumi
53;508,12;Piraxaeshyvivae
99;466,07;Nomuxywobi
38;252,85;Xucozhyjaefy
82;616,36;Caeqecolixyfadi
15;89,84;SHisihivishogucu
98;955,12;Xeraegilaeqy
8;265,31;Moxacygodaeshozhu
55;632,19;Mekisysivemy
68;422,21;Rukigira
71;346,04;SHokodo
94;761,93;Mutihylaemashexe
76;527,70;Bapapaepaevaetydu
71;560,70;Cawaenerygi
78;539,81;Liluwemopi
23;869,43;Vedelixa
65;476,01;Kybisaetivena
86;364,60;ZHoxoqedaniwylu
83;51,71;Weliraebaepabu
58;375,99;Haebuwaevisuco
3;909,24;Muxuqo
58;570,32;Suvydae
29;482,33;Pokolopaejaro
3;599,05;Wogacatehyla
92;505,55;Qivaperulohyhi
87;951,58;Jorynukaexojicae
72;134,48;SHoshaerazhaxu
98;634,11;Taegusyli
2;224,97;Batekaezhy
13;200,58;Leganu
63;769,36;SHishaemy
48;63,57;Mykytela
28;201,03;Qurubaly
78;592,79;Wufafoshufyqaevae
36;267,71;Gaeluwogae
82;252,17;Raedufede
45;656,68;Tilizhuvepo
69;645,18;SHaetuvalarive
14;636,69;Dybozhaeshegekymy
25;276,46;Milevoqae
17;601,68;Caelyhelu
88;237,28;Nukowanifypica
2;17,09;Buzhixuwo
75;220,88;Wicino
91;668,80;Cowelipolycepae
47;412,73;Mubunaeshybykyfu
67;495,00;Laepaely
95;888,49;Powugy
91;544,63;Maelarosixo
11;115,15;Lashyme
3;939,90;Vomaepaezhypicela
76;149,45;Wuxakuge
14;701,94;SHudiwohazhosho
21;859,96;Xoromapae
86;246,21;Faevycaeshuweva
15;550,48;Gibavywaere
10;361,28;Higohunonesu
1;416,25;Xirovaeto
14;406,67;Xeshaecu
60;776,02;Waehamivygaeperi
76;549,99;Kamasalanoxazhu
93;737,91;Wakaegucawofiwa
2;160,49;Jaqaemyleju
7;403,62;ZHekyraere
51;752,28;Lacasylozheve
35;304,37;Maeqaevujae
8;165,59;Xaemahugowedi
36;157,90;Quvyca
22;161,61;Tusimabaetuba
26;390,49;Wekuvocy
33;511,84;Fonaelushu
95;330,73;Laetishojefaetu
96;455,55;Kaejupilylohiwy
51;796,63;Xuzhyxaruru
66;639,44;Digodydulae
57;203,94;Kynahanizhyli
26;112,07;Lewufysae
53;344,20;Tulelaebae
49;939,20;Votaedoqae
97;199,52;Qadodepuhenoju
42;47,63;Hojarigobaby
87;890,99;Ryjalybopocae
70;684,80;Nebisemabaefaeca
55;831,93;Beseloha
36;393,20;Raedaeshe
73;388,24;Kyvokaxirupaeje
81;443,99;Neqaliqi
67;81,82;Gocubaelaevu
79;907,69;Caetaejydy
82;108,11;Laeqenukirasu
80;699,54;Fehewezhu
84;241,19;ZHoshekisyxaevy
79;942,04;Cypysae
76;67,71;Heshaecae
37;94,91;Sexukydaeqyzhu
67;421,28;Ralujaesijolary
64;86,88;Maekogahidajyxo
54;633,00;Padaegely
54;324,51;Paewenaenysha
70;892,24;Bamupefe
4;201,70;Geqaepamedobasi
28;373,46;Pubozhaefujoro
70;917,98;Pizhomywapaca
11;567,24;Godejoqashaely
10;591,64;Waewuvo
73;43,57;Jesynyxovege
78;469,48;Fyfyqiposilovu
23;83,44;Dalodeqare
32;333,60;Maeposocu
80;545,28;SHejicenyvyvo
37;511,34;Bodatusehygily
88;400,70;ZHocashubifujyxy
25;143,92;Gaecotazha
86;691,14;Xeheshaecocizhaeda
5;108,70;Maluzhali
37;757,65;Jugaekubegusu
54;972,23;Dishycidilakilae
83;379,78;Sasikydi
67;512,66;Suzhygaemaexae
2;239,80;Bycujakydexavi
18;66,35;Vykahulowogy
28;106,27;Fenaeli
29;974,42;Wadawygivabizho
88;971,89;SHuzhije
90;880,26;Baewaezhowu
55;991,03;Cukupo
13;661,42;Lafitojaecufe
96;785,20;Dilihaeshoqelilu
34;11,30;SHaesonotaezhizhiga
34;997,63;Lysaejorylo
42;232,62;Faqaedajulu
27;736,52;Lygaegi
51;32,23;Valubedobukazhy
94;502,83;Mahufojelygo
42;203,79;Wutagaexeba
34;31,74;Dolixo
65;471,85;Vyfikulilaebebi
68;784,89;Henymofumaha
8;458,09;Pusevave
49;25,33;Mekepexo
33;709,79;Laeloxi
96;807,02;Xyruqaeqae
46;793,16;Bymavaekylae
7;614,93;Wyhuvaejae
46;526,05;Dagozhixekopaqa
36;980,14;Mozhuqetadu
78;819,58;Menobae
11;102,26;Meraecedyzhaerae
23;548,16;Dafovy
37;536,66;Bawaesamivy
74;439,13;Dipixote
29;629,28;Lushaevume
14;536,94;Tyvojeheloga
14;586,29;Dywebi
46;643,76;Dylepae
55;449,10;ZHizhymae
2;245,65;ZHojipe
84;736,42;ZHedipidashoqosha
79;217,77;Vimisuholumiqae
41;45,48;Lesire
38;45,13;Paecylaepa
10;360,79;Fucaexaqyshuje
77;956,95;Wisuwilaekae
3;655,06;Wepameco
76;521,65;Megyje
19;295,35;Hizhopolarufishy
24;324,70;Hyhohi
32;810,47;Nisalaeqoli
67;271,11;Golaeviwi
68;786,30;Kazhakelaeshugy
52;834,13;Kujycete
74;881,83;Bycotaexe
64;452,29;Natazhe
87;353,93;ZHesaexoga
79;907,65;Melojimaevymosho
3;940,65;Qujevyxutuqy
55;328,03;Lafaepulepaeci
15;93,16;Demaeje
90;501,67;Cesaeshoshotahaku
47;482,19;Tubaeceqa
16;922,70;Siqemozhi
50;691,64;Jabawyhiririby
65;274,92;ZHozhikabogymola
4;865,87;Kucyguji
6;670,19;Xeboduzha
67;906,03;Dufecisho
78;431,10;Gyxynikyluqoshe
84;600,95;Qylyfilaereto
24;858,94;Lizhitaetytity
3;28,31;Baevugi
34;819,90;Faelilaesegykuky
19;439,99;Kufuzhy
11;934,98;Maetikizhi
84;406,37;Hobolanoveshi
5;329,05;Gijudufy
97;553,82;Qihajy
32;556,42;Wodozhy
27;398,05;Dishilyvukolede
38;398,82;Kaepidudae
77;871,45;Kepirunajafa
56;497,76;Timicaebi
89;946,33;Bapyfaeco
52;726,47;Jyvaqy
6;723,65;Dobemivashuni
48;114,49;Veficehyzhaepygy
13;912,20;Qajicotaetumawi
20;274,03;Vulaejigo
81;654,88;Saeshaeqivomoshaego
64;889,96;SHygudifajo
13;837,55;Dalykoremae
58;411,51;Qebaegoxae
75;269,37;Dulaerebae
68;430,62;Maecaeqotoqygo
36;434,19;Dipocogypaebyfo
82;278,63;Tajaeshyvapute
26;259,84;Tusaenyqi
30;426,76;Xaejihybaegali
38;858,16;Qofedypofo
68;683,93;SHimaewaelugiqaemu
97;725,38;Vonijuge
32;567,63;ZHaryxaera
70;380,07;Qodoxyrutepi
97;907,85;Lyvacehigae
48;761,75;Pilecy
6;167,18;Vynoly
59;476,82;Koqygilaenopaerae
58;316,05;Cexakafoveferae
83;413,57;Hicehybaxo
82;371,24;Jovihode
35;960,25;Huzhenamenemegi
93;404,83;Daecymozhofaehedi
53;957,45;Lezhazhu
35;975,78;SHicilopebynofy
89;186,50;Kemihytoco
35;532,75;Dushyso
37;787,29;Folawuxo
34;675,04;Huseracamy
65;785,65;Helyzhoguxisheju
26;132,87;Rakimejymefygu
98;247,21;Cinyjoxile
11;864,91;Beseqeby
21;947,95;ZHoxivo
50;14,39;Bawigaligelae
9;814,03;Nilohaecizhyty
86;990,33;SHigeteshuqy
64;588,50;Voshisynamojae
8;714,89;Qobuvowevyde
12;323,40;Copozhavedyluqo
17;479,13;Qaesily
25;523,23;Tymysaele
60;704,20;Hyxepugycafy
84;479,38;Samefa
23;905,30;Xulaecaekaxylusi
63;775,62;ZHacilalyjykae
4;976,55;Fukibehapo
26;752,85;Fodolehae
50;281,80;Gyzhydyta
89;105,80;Tyhawegaejy
58;992,17;Nozheqaeri
51;967,42;Colohyfecu
52;728,22;Lihybo
39;317,59;Hyjywushipave
30;374,65;Cakahafanipymi
95;807,30;Maehaeshi
68;104,20;Redunoshae
62;150,08;Tapaeguvy
58;933,55;Detixysozhysy
51;505,09;SHitaeleqaevelae
96;411,56;Vaecebodojeshe
49;386,26;Xedevu
27;163,38;Wyfyzhy
57;832,91;Piwogy
97;162,37;Tuvaedobytequnu
45;377,14;Rysihaeshae
8;986,33;Lalozhaegy
99;232,68;ZHaemofehojitajae
15;574,10;Gukicashofyqivo
75;960,33;Faegacepirofy
71;522,93;Laebufaqevimae
66;130,07;SHipixadacynule
23;215,51;Digarupolovy
88;0,48;Qykubyhaery
42;387,01;Qaenehaxae
86;129,82;Qafugeqaha
81;570,19;Gupape
7;999,52;Solyta
93;772,09;Dofoce
53;514,44;Fesari
40;147,38;Pijise
28;986,37;Veguri
15;16,85;Jiraewabimaede
4;703,45;SHokylusaeshi
20;109,59;Haegyzhomysho
23;883,40;Vufifydaele
19;160,82;Sogeme
41;884,60;Kizhaebily
83;199,44;Sureralae
38;421,78;Xuquwyfu
89;547,00;Bezhypole
63;999,33;Sivimaxecyma
75;269,30;Xydiwafe
72;861,08;ZHimuhefaevaqaeshi
80;396,21;Woqiriryfyvypa
1;898,52;Raqixulivaeru
50;594,85;SHowosyshi
91;664,67;Fylagocisae
47;422,84;Quryla
88;293,64;Nileqewifyhe
79;385,16;Hagekyware
51;54,12;Qaeqafaevofyle
72;980,73;SHybaelaezhiso
96;45,84;Wyfyqawepe
84;578,43;Tycugaravoso
7;649,72;Toshydu
72;571,53;SHelude
52;622,30;Rozhajaelimece
96;533,16;Helyka
19;311,83;Kahalenaduryna
26;604,89;Sicykae
56;848,71;Pedaekitogawe
60;186,48;Cegivyme
35;297,30;Syqetaeki
36;196,13;Taeqido
53;570,31;Delejaeky
5;557,46;Qyvicyrehae
26;187,00;Haeshatocegujaewe
21;526,31;Vaejedyhoshaezhiji
19;820,51;Lacuzhynuhe
93;597,14;Raesaekezhupytola
48;852,04;Vatapuwaeluti
74;382,88;SHygalepaeho
56;941,26;Taxawase
16;685,08;Naeshyfozhilae
2;868,84;Rapaleqi
93;284,32;Lugezhi
74;98,78;SHirepadivaesuty
91;278,47;Mylecivaememe
53;237,74;Xepudyshunaevoqy
36;107,90;Lezhurasaporace
86;477,92;Lygupaeduzheqe
60;325,95;Naewebaepexali
66;47,52;Xesaeripude
72;839,07;Pupabilihyfy
74;547,17;Xalaepakule
47;700,78;Puxogaepi
69;412,46;Maezhofixe
15;597,98;Vizhovaetahy
69;179,40;Tylushala
60;894,24;Timyvebewu
39;673,25;Kibilebuxi
50;183,61;Gokifyka
17;371,86;Bashyhate
9;714,50;Vulopolisha
10;436,29;Nerole
48;891,26;Levihilae
45;834,71;Cevushuqaejy
30;572,31;Kydutaewalutecae
76;298,48;Cywaeneshu
83;981,90;Mepyko
24;30,75;Cesujaetumo
92;482,20;ZHobafy
67;219,43;ZHipele
52;229,75;Maneshysejohaezhi
46;23,60;Ruzhixelaefojoka
81;502,13;Hifaemyqu
82;320,73;Gewicaefigaepubi
74;989,98;Syqyfy
52;861,45;Kezhavagilaebi
4;8,13;Lajitaewaefo
42;898,37;Xypaecaly
37;31,40;Demawaepesalary
68;433,96;Selulaelaedovezho
92;552,73;Fizhefadaela
3;589,84;Cozhotajade
16;730,55;Lezhuhyxuha
97;79,00;Niwaete
73;181,30;Sihubyteraejoshy
40;618,98;Vulogopu
18;203,90;Moqebyce
29;449,33;Gidifyse
83;174,69;Xihegerelijo
91;816,01;Nahoko
70;142,10;Husatyruwae
57;689,34;Monarazhazhaenedi
73;217,81;Vaeshupe
19;440,60;Loshagokurabiqu
65;623,41;Cuweleguxociba
41;498,40;ZHefuqaeshepynihi
43;453,20;Keloxyrabiwy
49;46,87;Lytucomaeti
93;615,30;Wedugeva
60;690,59;Wiwabae
37;265,29;Xelyganaelyfy
94;791,68;Pokavaeshypae
38;618,01;Cipozhydovyzhi
16;960,56;Gushila
99;668,46;Lecaebome
83;813,48;Cudyqumaedytuwy
7;356,36;Lylaeko
39;212,05;Gyqakudigy
95;889,33;Tinyko
93;867,10;Vacifawo
5;768,25;Wibegy
45;718,57;Ketamugozhoha
85;501,06;Waepaxeve
19;101,56;Mylaediwo
70;997,05;ZHipihinutyshy
20;371,39;Rajizhomulagy
22;54,31;Pumynu
22;764,73;SHolazheshaeqaegate
21;671,32;Dytaekimo
88;644,09;Vyqaevibyhori
6;476,77;Denoliworigu
57;614,18;SHusimyshasy
67;587,20;ZHafotaqaegogahy
27;92,60;SHizhysuvishafa
77;993,43;Lyryfivube
5;285,12;Vipewa
70;534,81;Visaepufe
96;952,41;SHaedewici
15;908,95;Baduraelahizhujy
28;910,08;Qyrolaefijumae
89;480,44;Fituki
40;321,78;Vezhoqeraeshaeji
79;241,27;Kushishexurivaedo
40;777,46;Nexywehahome
66;726,00;Licaefepi
18;781,91;Saelyfise
65;782,25;Waebopo
61;385,29;Pobahugehegaewu
7;482,31;Deratuloly
2;665,31;Xushykaefosalapy
19;193,28;Vetihe
44;423,89;Hywiteraeluliqe
87;464,31;Xushicede
33;314,15;ZHahajasy
79;922,87;Taefataculeqi
67;841,10;Lypaefolaxo
44;282,89;Koshakaevaedi
31;839,74;Qahogakelo
43;792,03;SHaefopilae
14;744,80;Bacasefeqe
17;893,99;Hymevivi
32;241,54;Pymoxylaeqe
10;174,33;Taraerojowodae
9;712,96;Laepiho
17;817,02;SHaewexele
98;798,56;Devare
43;281,48;Hadaegushaewi
76;36,98;Syfoshegumepilae
29;191,61;Wolimaewesaemo
82;469,48;Lyzhufubesi
41;567,28;Wisoshefiwy
62;967,10;Kulelu
90;935,07;Kesaenowujaeti
64;871,63;Hetebae
13;762,37;ZHylaelypaete
62;31,46;Fijeru
98;134,49;Womose
90;626,99;Pohuqifuhe
21;527,24;Raemegu
33;802,58;Lipekigy
51;976,04;Sabagafe
89;645,69;ZHozhowajaeqeweda
69;811,57;Jigaezhalire
52;547,74;Baetaeluhesuvaegae
20;898,20;Puladi
62;275,87;Riqolykadi
18;75,51;Geqoquwe
56;463,91;Wyfuxufekebaegi
71;86,82;Nezhicyxa
99;917,80;Torosaekaekafoqo
45;875,73;Qahicylafekeli
43;319,02;Pikaegeshilicae
50;469,36;Mubaefaezhu
91;644,12;Hoshatarivydaece
44;105,46;Myshaezhobe
2;788,97;Cahiqy
60;833,22;Levoshucaegovy
86;280,00;Waesolawisy
32;887,81;Dufaejarupaepa
38;290,57;Jaebylysha
74;173,87;Geriduderu
2;953,32;Xodalemamoruzhae
8;547,11;Laesilikubyca
78;980,16;Cenohaca
8;14,94;Gudusypewoshohi
70;379,25;Geshaexijywa
14;821,40;ZHenushovi
87;989,45;Kaliri
32;935,19;Taekelowae
83;477,49;Vuqazhy
66;460,96;Fulaequvaekishude
82;89,69;Fugytijae
84;878,87;Qukali
58;536,16;Jiqatotae
88;238,27;Besilekaeniqolo
78;253,37;Ribegae
77;672,19;Vaeguxopupevaro
53;65,97;Kanoga
50;180,09;Lyzhahy
85;933,40;Monaebe
12;882,84;Kyqamaeburizhime
86;575,50;Dicymyva
36;228,54;Dusidyzhegaenuso
67;528,52;Jyride
85;825,88;SHimyvo
87;365,44;Derewaekybushi
16;361,40;Haevozhabokuxyzhy
16;464,43;Kishupushy
60;355,42;Tafuqe
28;203,72;SHewyhozho
34;894,87;Xexazhicy
27;251,84;Dunyzha
35;335,43;Qaelehabydypy
66;671,32;Nalaety
75;940,36;Qukunevashu
43;988,11;Gejoxe
61;459,81;Ruhupate
91;617,20;Vymyjola
75;653,19;Lixaetynu
65;723,10;Gepale
94;474,05;Rulynikohae
23;783,29;ZHivuqusu
91;721,22;Lojafejashu
88;932,62;Tydeshae
54;175,15;Cusaehushi
19;310,19;Mobadoxypaemevy
41;958,46;SHiqusha
89;598,81;ZHaenozhaelyfaega
98;605,69;Raeveba
95;189,86;Pezhexe
21;515,50;Lilukodiraezhe
47;51,06;Masewevihumime
12;353,17;Dosoqaehebushexa
71;707,26;Gepobipilapame
9;167,01;Facegaexedygoxu
64;125,54;Titimuvyhisaro
83;32,31;ZHaevylymaepuli
68;946,41;Cijebaegypexada
9;266,37;Pubisypo
5;775,78;Noxaecitaeshy
46;327,90;Hazhosewi
65;402,19;Ruvivyzhi
39;773,40;Qonafaedyco
63;607,15;Cotecaxurymyzhy
25;208,82;Menaeko
6;950,98;Namacety
55;426,74;Lishabushaeji
2;151,94;Fypecupehaeri
1;568,43;Dalikyvaxicimu
88;698,81;Pasiqylyregemae
76;710,92;Qymituguposhabo
40;210,98;Lybyxa
84;720,76;Daexinilicaelyxae
20;396,07;Pijaewyshifashae
3;716,50;Lyjaefelodykodae
19;530,84;Xivushegowikyki
13;522,91;Veretolyla
23;573,47;Lilaxogesali
9;990,40;Qotylaegelae
60;345,76;Vuloxaemapovi
45;420,68;Teshowuxagasegi
76;663,22;Naejaepepylikugo
35;454,51;Wokoshoshaty
72;312,41;Kaedobadabiqaeshu
11;804,06;Licaegeda
46;222,27;Nocupypogycofu
74;582,40;ZHumani
46;578,16;Lasaebowupyvovo
74;764,97;Neshishosisi
92;848,36;Ficeladaepumupa
62;521,07;Jaedaevuhi
76;960,55;Paewarazhi
75;400,75;Mutybugyliqae
89;13,44;Posamejuzhide
54;849,95;ZHocaeshexaebaesaca
99;480,08;Molaejocurybo
73;409,07;Hosaexaehy
60;433,78;Danidabaenaexa
36;605,56;Dufixafepiqyqe
34;202,88;Tewikaelyzhewulu
47;204,26;Sabakoledy
43;918,39;Miwoteha
82;233,63;Ratihumypagala
31;403,22;Kipedy
58;574,58;Kaekaeshotubi
24;8,86;Faeshekavuxasae
65;630,77;Mopushufedy
93;898,41;Cypaepi
84;115,18;Kepexereraehumi
36;926,07;Xoxemamewajaeci
32;783,97;Ruwaragaki
53;152,14;Wewopaemehalaeshu
92;957,49;Qysyhevudaerube
41;4,80;Dodifo
21;744,46;Gudotahevivyzhae
34;647,25;Waexakeqyvyca
81;65,39;Diruvakakapaly
10;407,40;Letavu
21;819,14;Ximadaxi
13;749,04;Rysuhuto
32;806,99;Xishaeha
84;277,93;Kaemaepodaepiry
82;878,88;Nashishaguwa
68;451,09;Gavuke
43;858,88;Laecewodae
35;457,63;Woxefowolufae
75;691,56;Dibaesha
24;136,00;Wezheshafifulakae
98;15,87;Fafenahyqite
85;698,81;Vyliloraehi
65;215,20;Wyshaeweny
87;667,71;Hugylyqohovivi
54;518,47;Paeroge
68;870,29;Tuvadaexae
53;815,71;Kylaetu
5;66,39;Xypacebawewohy
69;844,67;Xoqishoti
33;228,60;Giketushebuko
55;286,98;Folubi
98;349,66;Karema
5;574,27;ZHeqalaepikuvi
74;638,78;Rulufeshae
74;603,45;Roqymi
66;19,18;Xaloxyrixu
59;145,21;SHaezhyrahycushizhi
8;483,52;Mygivu
63;789,59;Judaefomaly
64;364,76;Lararabushemaepa
82;810,81;Solyhaelushaesheso
9;906,14;ZHekyjawu
98;264,89;Puforolivo
77;363,08;Wagexokavyxefy
64;990,42;Pecaegewa
33;93,92;Niryfesazhupequ
31;670,33;Talaeshipa
9;331,49;Catanubaehedaepu
64;102,63;Qyrupa
76;637,11;Buxapi
28;854,78;ZHylihesobagozho
61;757,52;Laexaedaesaxoquqi
75;416,07;Gozhaxi
60;546,14;Hejaefae
84;816,22;ZHobaejydusha
78;461,75;Cashumagixa
73;494,78;Paxididy
41;687,09;SHaedibikytapewo
92;967,72;Saezhoshivocisy
14;619,83;Dinuhiqy
15;872,83;ZHaeshoqenipygyxo
22;189,15;Culebodohaehaefa
66;152,03;SHetobapusylyti
37;915,63;Vaedowuwyme
15;686,39;Mahanedemo
57;858,02;Fegylebati
26;175,05;Gelozhunu
56;808,31;Tejeko
49;689,61;Codefugokaetae
89;153,07;Xaehoqejybaeme
52;830,27;Lijadalusha
45;487,90;Miluju
47;679,79;Caxukesusho
79;191,45;Debuqilodae
31;577,55;Daebuno
10;501,98;Fedidaegohibae
78;909,93;Josaetoreqabae
92;939,73;Hijifaeguqehu
5;194,77;Bapogemyqiko
20;936,65;Qilewaerape
31;326,37;Xykexubae
11;972,80;Mahisotogawy
56;694,40;Rudipupiru
90;12,27;Xuzhaenojaebaegi
35;285,43;Tyzhaefy
94;659,06;Wezhazhanada
1;959,28;Fozhowaeshaedae
39;340,84;Vahevuneborewae
3;808,65;Nelibivijybiju
16;976,05;Ruzhiqeshae
20;958,03;ZHitashy
33;848,21;Rijerapolowe
47;389,82;ZHeshilitosuta
8;798,04;Naepilupipivy
79;877,48;Vygoro
32;173,09;Jaleteboshodimy
62;200,04;Mulaeconixo
50;354,13;Bowyfazhixale
13;712,00;Maeshejyhimy
14;44,76;Baeqeshufuwi
46;934,04;Kikyrivi
34;697,73;Waejiqilaelihu
22;115,63;SHyxuxaelaeshelaery
8;35,86;Xicuzhaegaelury
87;924,36;Cysizhanutana
42;863,67;Dihaemyshumexo
78;426,71;Xyciwaleshae
91;6,95;Naeraezhusudohaeta
28;869,65;Dicyshulae
63;742,53;ZHeroqaekebi
93;0,81;Fotulo
80;904,11;Tuhylukyxyfi
69;233,22;Faduraeshawimy
77;180,68;Gufujule
93;992,50;Waedegegy
60;365,59;Qokolysiru
34;828,95;Gymaehugaelupyshae
24;628,18;Tytisavo
47;533,72;Hafuhaluraevexae
78;400,10;Jabaevotu
7;371,30;Cixobudiry
2;261,04;Purylusheshuru
33;908,97;ZHashyzhi
23;801,01;Pufoqyvekahyqy
4;525,86;Coshomaelenaepobae
15;432,45;Visifepaefaludy
82;40,57;Kaxoriryxoshite
66;83,04;Tikazhyhivo
6;656,61;Nylumoqaetaga
48;470,57;Wagilaejilaetela
70;756,19;Xevaefacubiqymy
83;372,65;Qybypu
23;463,96;Pegaqutiwowuke
64;666,04;Ceqanefadexala
16;50,31;Babugegeratyse
19;49,81;Letuhi
2;807,80;Wasahalyty
77;171,38;Pigojymimi
29;475,65;Nusyvaejikybeca
66;295,95;Demuhe
94;811,97;Byhaexi
15;716,94;ZHevuhypuvaevu
26;576,26;Bujycae
61;761,90;Qezhyvejizhipae
6;880,47;Divaja
8;231,30;Fapyvoxuluqyca
39;190,82;Jaecomy
35;872,44;Vokylolaewari
26;695,09;Libaewibaqafae
24;833,00;Xuvoxugekezhae
60;493,20;Linuhufa
61;889,84;ZHoqigadaera
10;649,58;Gufyzhae
35;649,18;Sikaefyvicymecae
1;902,67;Pikizhocasuke
39;334,90;Kokylukeradoxo
94;159,19;Kywisytyweki
49;723,39;Goshaqixeja
6;33,06;SHaelynaetu
47;751,91;Maetejudo
35;235,90;Qaetusy
14;797,95;Xyjaepo
47;435,37;Jaeqoraeti
45;858,33;Xajeshuve
41;700,64;Kajuxedaegizhito
74;126,34;Misaeduli
44;788,51;Naegohuhi
17;402,03;Fapuxecyshy
77;146,15;Tobixukiqygi
61;112,32;Hyxisusazhegu
93;878,70;Baeruloqa
66;508,25;Witasaely
95;307,16;ZHafelefi
31;960,64;Biniqimefejy
49;568,49;Bumulipo
87;627,08;Finuhofetishae
5;704,21;Jaeliqaqorebywo
18;216,03;Niqefyqa
94;235,18;SHaloxo
37;626,42;Pafaelyzhaqi
97;791,33;Xygisae
16;931,10;Naeluvudezhaci
94;568,07;Linokigigahy
46;578,02;Nidaewypydi
70;737,53;Tovuha
85;476,45;Jopara
30;349,24;Byvefana
48;56,34;Koqobae
24;849,85;Xibaepycozholy
48;35,88;Fygijigaepe
19;940,28;Wegicapetoshiqy
21;825,73;Laehyterujiku
63;452,09;Gohotewaeshyhavi
42;86,52;SHimytyshaesi
21;292,22;Qojaeshaekezhaefozhae
69;72,93;Faequlaema
32;352,50;Lerushaecyqiru
86;219,21;Qaquhaelyrelu
76;986,96;Cytafiqacavy
15;624,27;Laegaeraedile
25;886,69;Gegopekedae
6;230,71;Kovibusesytesae
89;941,10;Rerylaekoqowu
4;885,41;Fylunaejaenae
54;429,62;Jekaecahego
48;596,51;Noxuwonoqopu
77;390,45;Xetaewyhae
55;919,00;Maluraebicejyto
47;193,34;Qoshacyfinesusi
72;235,25;Tashena
23;402,37;Waexapupae
91;84,26;Baeshemaguke
91;421,09;Gaedytu
83;89,46;Molexaecypemaedo
18;89,03;Relaelyraetano
96;790,14;Taebaemaehu
78;330,90;Haetyxohiromishu
79;686,14;Badaesuje
82;39,46;Liqehi
14;31,38;Taejobavelaeno
35;265,60;Jusezho
6;650,09;Gyrakujaesi
11;308,59;Qutopuxishiko
1;416,67;Vaevumi
76;292,27;Lyxokyja
43;659,98;Haesirewa
30;180,99;Xujemae
37;112,62;Xyqezhaejy
79;874,44;Gelaeda
61;440,20;Cuheduvytule
90;495,63;Jateshaegy
78;320,05;ZHahitunypo
55;45,83;Nyvilibyrocu
63;938,54;Lupalujaeluki
84;323,13;Mukuvaezho
17;368,50;Hozhakusisivu
21;386,48;Vohomo
15;578,61;Towomoputo
43;889,51;Gaehileho
83;915,19;Conoseqebaela
66;289,46;Xegebylaezhypae
2;375,69;Luqesyhybodaefae
20;37,55;SHysobaeheky
48;8,88;Rorigenoshy
83;926,25;Koluvaeri
5;434,00;Rishihufaeheha
89;121,38;Rumuqaegevo
67;434,71;Cilarilymi
39;529,40;Daemipumivolaju
64;879,11;Caehakaewadorukae
62;114,38;Waeparo
15;402,27;Gijyqemaguxa
18;54,82;Qabupami
63;251,10;Cyfohabu
80;26,16;Tidipajaecodae
23;31,89;Cetypapyfotibu
43;760,07;Lawome
8;907,14;Balidashefapahae
44;853,20;ZHepaelulaeshapela
71;519,20;Powaetae
27;404,93;Dewohetinywaelu
26;266,19;Haxukolaebosypo
43;247,80;Jurugepeqae
99;573,11;Paebashicyco
15;78,20;Bivytadu
74;432,23;Jilesotozhykeme
76;115,10;Momiqiwyshyxo
48;835,67;Vexybonipypywi
32;874,27;Sunyzhydae
46;144,73;Bujijoleliqu
11;868,00;Daequqygodo
43;840,74;ZHilehuku
34;597,15;Petylacyco
27;475,79;Bukikaezhunatecae
69;221,72;Luxonifaegymy
74;205,81;Lamaenylotare
49;566,82;Xexaevivishy
98;30,96;Nolimaelolepo
56;550,71;Kocaegaepeqalilu
59;932,99;Kazhelymaebo
99;95,38;Naegosudumuli
30;720,29;Voshaeraeshybequlo
92;465,79;SHygaeluxu
45;424,20;ZHiraejuzhasha
82;46,30;Diludubidife
6;204,36;Lojihaewafuxu
58;578,20;Daebeshalo
63;154,10;Wigajaqenico
61;836,27;Libaequgapibely
94;410,41;Saekanaegyhe
79;293,40;Lojozhube
85;716,49;Tuxytu
34;656,27;Rexaweshe
